Número inscripción,,Denominación social,,
7521,,"HERCAL DIGGERS, S.L.",,
7590,,"T2 VITORIA, S.A.",,
7418,,"PIELCU, S.L.",,
7463,,AKIRUTEK SL,,
7599,,TOWER CONSULTORES S.L.,,
7586,,"AQUA DEVELOPMENT NETWORK, S.A.",,
7528,,VICENTE JOSÉ AGUILAR CARBAJOSA,,
7357,,"JOSE LUIS TORNARIA BENGOETXEA, S.L.",,
7612,,"MANTENIMIENTO INSTRUMENTACIÓN PRODUCTOS ELECTRÓNICOS, S.A.",,
,,,,
7299,,PROYECTOS E INSTALACIÓN DE MATERIAL URBANO S.A.U.,,
7580,,"APLICACIONES Y TRATAMIENTOS DE SISTEMAS, S.A.",,
7501,,BITXORI LEON SANCHEZ,,
7448,,"LUYANDO SYSTEM, S.L.",,
7347,,"MUÑOZ BOSCH, S.L.U.",,
8236,,"KARBI SERVICIOS INTEGRALES, S.L.",,
7939,,"AERZEN IBÉRICA, S.A.",,
7427,,"INSTITUTO DE EVALUACIONES MEDICAS, S.L.",,
7485,,ASOCIACIÓN PARA EL FOMENTO DEL USO SALUDABLE DE LAS TECNOLOGÍAS DE LA INFORMACIÓN Y COMUNICACIÓN ESCUELATIC- IKTESKOLA ELKARTEA,,
7434,,"ATAL INNOVATIONS, S.L.",,
8565,,AINHOA GOROSTIDI BARANDIARAN,,
8580,,JORGE TORVISO GONZÁLEZ,,
7862,,"MINTEGUI AUTOMOCION, S.L.",,
8228,,"SUMINISTROS KELONIK, S.A.",,
29,,"OFITA INTERIORES, S.A.",,
8707,,KEPA AROCENA DIEZ,,
8731,,LUIS GUILLERMO MARCOS ARTEAGA,,
8765,,CONSTRUCCIONES HIDRAULICAS Y VIALES SA,,
8199,,"BEITU BA KULTURA ETA AISIA, S.L.",,
8337,,"ANGEA LIFES, S.L.",,
8551,,"SABAITEK UNIBERTSOA, S.L.",,
8751,,"GRUPO FORMA 5, S.L.",,
8772,,"T2O ADMEDIA SERVICES, S.L.",,
8880,,EKIALDEBUS SL,,
,,,,
8855,,GOROSTI S. COOP.,,
8531,,ARCE MOBILITY SOLUTIONS SA,,
8063,,"CONSULTORES ELECTRO ACUSTICOS, S.L.",,
8388,,"METALCARI, S.L.",,
8488,,"LA COMPAÑIA ALTA SUCRE, S.L.",,
8057,,"EIS MARITIMO, S.A.",,
8082,,"VAUMM ARQUITECTURA Y URBANISMO, S.L.",,
8559,,"LARRABETZU GOIKOA, S.L.",,
8617,,"R. S. CERCADOS, S.L.",,
8757,,"MC VALNERA, S.L.",,
8600,,COYSER-CONSTRUCCIONES Y SERVICIOS SL,,
8624,,"FASTER EMPLEO ETT, S.A.",,
8094,,AGNES GÜELL FABREGAS,,
8303,,JOANA URIARTE ACHA,,
8449,,"COMERCIAL HOSPITALARIA GRUPO 3, S.L.",,
8724,,CONSERVACION Y MANTENIMIENTO DE INFRAESTRUCTURAS SOCIEDAD LIMITADA,,
8793,,JUAN MANUEL GOMEZ CANO,,
8812,,"AITZORROSPE, S.L.",,
8845,,"WEROI DIGITAL, S.L.",,
8615,,"NEWCONS AISLAMIENTOS, S.L.",,
8777,,MELCHOR VILA MARTIARENA,,
8317,,AINARA MARTIN BLANCO,,
8424,,ARTABE ARQUITECTOS S.L.U,,
8513,,"LAUTALAN, S.L.",,
8113,,"MAEN SYSTEMS, S.L.",,
,,,,
8780,,"BIKAI ARQUITECTURA, S.L.",,
8250,,JAVIER VIZCARGUENAGA CARRASCAL,,
8173,,ANE GARMENDIA PLACENCIA,,
8187,,LORENZO JESUS GOICOECHEA FUENTES,,
8348,,"LARA NORTE, S.A.",,
8573,,GHESA INGENIERIA Y TECNOLOGIA S.A.,,
8272,,"FERNANDEZ DOBARAN MARIA EUGENIA 000326564E, S.L.",,
8324,,CENTRE DESTUDIS DEMOGRAFICS,,
8872,,ALEXANDER GONZALEZ PEREZ,,
8441,,"F&M ENERGIA, S. COOP. PEQUEÑA",,
8481,,CALDERERIA Y SOLDADURAS SOLAN S.L.U.,,
8089,,FRANCISCO JAVIER SOLANO ÁLVAREZ,,
4,,"PROYECTOS Y CONSTRUCCIONES ALBATROS, S.A.",,
842,,"EXCAVACIONES BARANDA, S.A.",,
123,,"BULL (ESPAÑA), S.A.",,
538,,"BECKMAN COULTER ESPAÑA, S.A.",,
1,,"KEYTRON ELECTRÓNICA, S.A.",,
1435,,"ASOFRIGO, S. COOP.",,
678,,"CANON MEDICAL SYSTEMS, S.A.",,
1423,,"SUCESORES DE PAVÓN, S.L.",,
1776,,"CONVEX SUPERCOMPUTER, S.A.E.",,
1788,,"ADHOC CENTRO DE COMUNICACIÓN Y MARKETING, S.A.",,
1679,,"DELTA SEGURIDAD, S.A.",,
1857,,"COMSA, S.A.",,
784,,"7-17, S.A.",,
,,,,
1517,,"BASKINSA, S.A.",,
510,,"LIMPIEZAS GUTIÉRREZ, S.A.",,
448,,"CONSTRUCCIONES ERGA, S.L.",,
1146,,"ZUBIZARRETA CONSULTING, S.L.",,
2018,,"LEPINE IBERICA GROUPE LEPINE, S.L.",,
1280,,"CONTROL Y MONTAJES INDUSTRIALES CYMI, S.A.",,
1632,,"B.F. MÉDICA, S.L.",,
1300,,"JARA IMPRESORES, S.L.",,
666,,"INGENIERÍA XXI, S.A.",,
585,,ANTONIO GARCÍA DÍEZ (ANGARDI),,
218,,"ARTES GRÁFICAS ELKAR, S. COOP.",,
1160,,"AGENCIA DE COMUNICACIÓN CREATIVA Y MARKETING ESTRATÉGICO, S.A.",,
1104,,"MOBILIARIO OFICINA MOHR, S.L.",,
1807,,"CONSTRUCCIONES Y EXCAVACIONES AMURRIO, S.L.",,
1344,,"GUIDANT, S.A",,
411,,"AUTO INDUSTRIAL BASCONIA, S.A.",,
2239,,"SERGOFI GUÍAS INTÉRPRETES, S.L.",,
1036,,"EAMON, S.A.",,
2576,,"ALERE HEALTHCARE, S.A.U.",,
2200,,"INDUSTRIAS ALCOM, S.A.",,
1392,,"INDUSTRIAS MONTAÑESAS ELÉCTRICAS MECÁNICAS, S.L.",,
2090,,"IRUONDO AUTOMÓVILES, S.L.",,
1358,,"ORKOLAN, S.L.",,
1416,,"IBAI SISTEMAS, S.A.",,
163,,"FICHET, S.A.",,
,,,,
12,,"DISEÑO INTERIORISMO INFORMÁTICA OFICINAS, S.A.",,
2287,,"ELECTROMONTAJE HIRU, S.L.",,
1758,,"EXCAVACIONES ARRIAGA, S.A.",,
82,,"LIMPIEZA Y MANTENIMIENTO IMPACTO, S.L.",,
1627,,MARÍA DEL CARMEN ALFARO IRURZUN (LIMPIEZAS LEGARRA),,
824,,"PINTURAS JARA, S.A.",,
1131,,"DELOITTE, S.L.",,
2072,,"BIZALA SERVICIOS, S.L.",,
1152,,"XIBOT, S.L.",,
2194,,"EMPRESA CONSTRUCTORA URBELAN, S.A.",,
2187,,"CONSTRUCCIONES ZUBIEDER, S.L.",,
2034,,"INGENIERÍA CARTOGRÁFICA GAROA, S.L.",,
397,,"INCHAUSTI Y OTAEGUI, S.A.",,
322,,"EDUCTRADE, S.A.",,
1426,,"MENÉNDEZ Y COMPAÑÍA, S.L.",,
1862,,"EMERGENCIA 2000 PAÍS VASCO, S.L.",,
1419,,"OKANDI INGENIERÍA, S.L.",,
1172,,"CONSTRUCCIONES Y PROYECTOS PAGOLAR, S.L.",,
2052,,"SUMINISTROS HOSPITALARIOS, S.A.",,
393,,"IMPRENTA IGLESIAS, S.L.",,
641,,"TECNOCOM, S.L.",,
2006,,"DRAGADOS, S.A.",,
1149,,"PHILIPS SISTEMAS MÉDICOS, S.A.",,
2074,,"SPECIALIST COMPUTER CENTRES, S.L.",,
2066,,"LABOLAN MATERIAL E INSTRUMENTACIÓN DE LABORATORIO, S.L.",,
,,,,
1253,,"TELESONIC, S.A.U.",,
1652,,"OTAZU, S.A.",,
1555,,"INDUSTRIAS ELECTROMÉDICAS TARMA, S.A.",,
1469,,"ETXEZARRETA ZATARAIN CONSTRUCCIONES, S.L.",,
78,,"CONSTRUCCIONES CASTELLANO, S.A.",,
1030,,"EREBEGI, S.A.",,
1783,,"BIOTEC MÉDICA, S.A.",,
1806,,"LABORATORIOS STIEFEL (ESPAÑA), S.A.",,
2099,,"COMERCIAL DE MANTENIMIENTO Y LIMPIEZA GARRIDO, S.L.",,
683,,"BOINAS ELOSEGUI, S.A.",,
1243,,"SELZUR VIZCAYA, S.A.",,
1017,,"ALDANA, S.A.",,
686,,"TRUPP CREATIVIDAD & DISEÑO, S. COOP.",,
2078,,"NEW HIGH TECNOLOGICS OF NORWICK, S.L.",,
3269,,"PRODUCTOS FAVESAN, S.A.",,
3295,,"INSEC DESINFECCIONES, S.L.",,
3184,,MARÍA DEL MAR ALARCIA BRAVO,,
3183,,"KOBEY DEKONS, S.L.",,
3177,,JOSE FLORENCIO BAÑOS ALIENDE,,
2768,,"HP PRINTING AND COMPUTING SOLUTIONS, S.L.",,
2792,,"VADILLO ASESORES CORREDURIA DE SEGUROS, S.L.",,
2954,,"PINE EQUIPOS ELÉCTRICOS, S.A.",,
2782,,AGUSTÍN CORRAL FERNANDEZ DE BARRENA,,
3034,,"EULEN SERVICIOS SOCIOSANITARIOS, S.A.",,
2705,,"DARGALO SOFTWARE, S.L.L.",,
,,,,
2785,,"INTERMEDIO MONTAJES, S.L.",,
2790,,MARTÍN LABORDA MURILLO,,
2798,,"MAGALHAES EIRAS, S.L.",,
2981,,"CRYN CREATIVOS, S.L.",,
3076,,ANTONIO JESÚS FERNÁNDEZ GONZÁLEZ,,
2752,,"INGENIERÍA DE LA COMUNICACIÓN, S.A.",,
7218,,"ARRUABARRENA ARKITEKTURA, S.L.P.",,
2644,,"XENON COMPUTER, S.L.U",,
3058,,"GERO MOBEL, S.L.",,
2900,,"ELECTROMECANICAS PASAIA, S.L.",,
2922,,"EDITORIAL ARANZADI, S.A.",,
2621,,"CONSTRUCCIONES PÚBLICAS COPRISA, S.A.",,
2860,,RECICLAJES Y DEMOLICIONES DEL NORTE SL,,
5287,,MISPE PROYECTOS Y CONSTRUCCIONES SL,,
2766,,"LIMPIEZAS NORTE BRILLANTE, S.L.",,
2887,,"CÁMARA OFICIAL DE COMERCIO, INDUSTRIA Y NAVEGACIÓN DE GIPUZKOA",,
3068,,"BADAYA OBRAS Y CONSTRUCCIONES, S.L.",,
3105,,"LA UNIÓN ALAVESA, S.L.",,
2352,,"INFOPOLIS 2000, S.L.",,
2360,,"LUDOLAND, S.L.",,
2320,,"ONTEX PENINSULAR, S.A.",,
2689,,CONSTRUCCIONES ITURRIOZ SA,,
2328,,"EUSKAL XXI CONSTRUCCIONES, S.L.",,
2193,,"HAIZEA BARRIKA CONSTRUCCIONES, S.A.",,
2460,,"BIDEXPRESS, S.A.",,
,,,,
2544,,"MALAY, S.A.",,
733,,"COMERCIAL DE TELECOMUNICACIONES, S.A.",,
2120,,"FUNDACIONES Y MANTENIMIENTOS, S.A.",,
1247,,"NUEVAS PROMOCIONES-GORAPEN BERRIAK, S.L.",,
2198,,"BIOMET SPAIN ORTHOPAEDICS, S.L.",,
1829,,"CHOYMO, S.A.",,
2561,,"ASOCIACIÓN PARA LA GESTIÓN, DESARROLLO Y DIVULGACIÓN INNOVACIÓN TECN. UNITEC",,
2653,,"IDEM 4, S.L.",,
1339,,"FOURNIER ARTES GRÁFICAS, S.A.",,
450,,"FABRICACIÓN DE GERMICIDAS, S.A. (FAGESA)",,
2506,,"CBT, COMUNICACIÓN MULTIMEDIA, S.L.",,
2508,,"DAMBERG CONTRASTE COMUNICACIÓN, S.L.",,
2131,,"ESQUERON, S.L.L.",,
0,,"SAT ALAVESA, S.C.",,
2597,,FIDEL LÓPEZ DE LAPUENTE,,
2395,,"MISCO IBERIA COMPUTER SUPPLIES, S.A.",,
3836,,"CESOIN SEIDOR, S.A.",,
3903,,"J.OLABARRIA, S.L.",,
2529,,"SERBITZU ELKARTEA, S.L.",,
4365,,MANUEL ALONSO RODRIGO,,
3980,,"NIN CLIMATIZACIÓN, S.L.",,
3867,,"EÑUTT COMUNICACIÓN, S.L.",,
4778,,"CENTRO DE AYUDA ESPECIALIZADA, S.L.",,
3685,,"SERVEO INFRAESTRUCTURAS, S.A.",,
3794,,"CONSTRUCCIONES Y REFORMAS COSGAYA, S.L.",,
,,,,
3948,,"EIBAR BUS, S.A.L.",,
3675,,"STRATEGIC GRAPHIC SYSTEMS, S.L.U.",,
3645,,"SOLUCIONES GRÁFICAS LASTER, S.L.",,
4006,,"DEUSTO SISTEMAS G.I., S.L.",,
4349,,"I.B.K. INTERNATIONAL BASK CONSULTING, S.L.",,
4345,,"MAN VEHÍCULOS INDUSTRIALES ESPAÑA, S.A",,
1105,,"ORMAK EGIN CONSTRUCCIONES, S.A.",,
5446,,"IZERTIS, S.L.",,
3560,,"GESTIONET MULTIMEDIA, S.L.",,
4523,,"SOPEMEDIA, S.L.",,
3945,,"EXCURSIONES ARTIBAI, S.L.",,
3848,,"ELEKTRO ILUNBE, S.A.",,
5390,,"TALDESPORT SERVICIOS DEPORTIVOS, S.L.",,
3829,,"ALZUR INSTALACIONES, S.L.",,
3841,,"NABASI 2008, S.L.",,
4358,,"EMILIO PUERTAS ARQUITECTOS, SL",,
4057,,"TRANSITIA CONCESIONES, S.L.",,
3623,,"EZPELETA PLASTIVAL, S.A.",,
3770,,"AUTOBUSES DE LUJUA, S.L.",,
4659,,"BAYER HISPANIA, S.L.",,
3708,,CONSTRUCCIONES ARTZAMENDI S.A.,,
3737,,SERVICIO DE ASISTENCIA A INSTALACIONES DE CALEFACCION SL,,
3479,,"ELGOIBARKO EMAKUMEAK, S.COOP.",,
3308,,"GOITU ERAIKUNTZAK, S.L.",,
4674,,"INSTALACIONES ELÉCTRICAS SCORPIO, S.A.",,
,,,,
3588,,"LABORATORIOS INIBSA, S.A.",,
3621,,"DOCU.MENT XXI, S.L.",,
3362,,"IRU-BIDE ERAIKUNTZAK, S.L.",,
3506,,"SODUPE ELEKTRIKARIA, S.L.",,
3589,,"HUMAN MANAGEMENT SYSTEMS, S.A.",,
3624,,"SOCIEDAD COOPERATIVA DE ENSEÑANZA ZABALBURU, S.L.",,
3663,,"AUTOCARES DISCRECIONALES DEL NORTE, S.L.",,
3037,,"LIMPIEZAS JOXEAN, S.L.",,
3788,,"CONMUNICA MEDIATRADER, S.L.",,
3251,,"CONSTRUCCIONES BIO-ETXE, S.L.",,
3427,,"EXCAVACIONES FRESNEDA, S.L.",,
3517,,"JOSE QUERALTO ROSAL, S.A.",,
3350,,"SAP ESPAÑA, SISTEMAS, APLICACIONES Y PRODUCTOS EN LA INFORMATICA, S.A.U.",,
4332,,"ARTEA RESTAURACIÓN, S.L.",,
3012,,"TXUKUNBERRI OSOKO ZERBITZUAK, S.L.",,
3205,,"CONSTRUCCIONES METÁLICAS VICENTE GOIKOETXEA, S.L.",,
3300,,"KOPLAD 1967, S.L.",,
3305,,"MORAGUES AND SCADE COMMERCE, S.L.",,
3485,,"VYGON, S.A.",,
3403,,"AZUL MULTIMEDIA, S.L.",,
3453,,"AMEBIL, S.L.",,
3700,,"LIMPIEZAS ETXEGAR, S.L.",,
3216,,"UNISYS ESPAÑA, S.L.",,
3398,,"ACOMETIDAS Y TENDIDOS, S.A.",,
3337,,"OBRAS ESPECIALES EDIFICACION E INFRAESTRUCTURAS, SAU",,
,,,,
3537,,"INGENIERIA XXI NUEVOS PROYECTOS, S.L.",,
3534,,"NAVIAP SERVICIOS, S.L.",,
6259,,MEDICAL SELECTION S.L.,,
5516,,"CB CONSULTORIA E INTEGRACION INFORMATICA, SL",,
5487,,"TOPOBERRI, SL",,
5405,,"LEZNOCAR, S.L.",,
5403,,"AVANTI21 SISTEMAS Y TELECOMUNICACIONES, S.L.",,
5688,,"Walt HR Evolus, S.L.",,
5591,,BIGUNE EQUIPAMIENTO INTEGRAL S.L.,,
5580,,PROYECTA GESTION INTEGRAL DE PROYECTOS S.L.,,
6895,,INGEBIT ELECTROTECNIA E INSTRUMENTACION SL,,
4715,,"INGARTEK CONSULTING, S.L.",,
5383,,BILBAO ARCHITECTURE TEAM SLP,,
5593,,"MEDICA-4, S.L.",,
5211,,"TALLERES BEDA, S.L.",,
5000,,ARQUIPLAN 2.0 S.L.P.,,
4925,,"HABYCO XXI, S.A.",,
5435,,"SANZ & SAIZ ABOGADOS, S.L.",,
5333,,SUSPERTU S.L.,,
6045,,"DEXBER DEMOLICIONES Y EXCAVACIONES, S.L.",,
5617,,URIKER S.L,,
4945,,"PROBISA VIAS Y OBRAS, S.L.",,
5471,,WORLD MEDICA S.L.,,
4843,,"AMBULANCIAS EUSKADI, S.L.",,
5513,,"GLOBAL ROSETTA, S.L.",,
,,,,
4978,,AITOR ZURINAGA GÓMEZ,,
5222,,"EXCAVACIONES AZKARRETA, S.L.",,
5476,,"BIOSYSTEMS, S.A.",,
3928,,"DOCAPI SERVICIOS GENERALES INMOBILIARIOS, S.L.",,
5251,,LANDU JARDINERIA S.L.,,
4992,,EUSKA-TOUR SL,,
4437,,CONSTRUCCIONES LANDABURU S.L.,,
2281,,"INIKER NET SOLUTIONS, S.A.",,
5548,,IBIKI S. COOP.,,
4723,,"RECUPERATIONS STEEL GALINDO, S.A.",,
8587,,"CONSTRUCCIONES URRESTIMENDI, S.L.",,
4581,,"SADIEL TECNOLOGÍAS DE LA INFORMACIÓN, S.A.",,
4752,,"ELECTRICIDAD BARRUETA, S.L.",,
4930,,"HIJAS DE JOSE SARASOLA AUTOCARES, S.L.",,
3870,,"IRUZUBI, S.L.",,
4601,,"GARDABERA, S.L.L.",,
4573,,EUN SISTEMAS SL,,
4607,,"TRAECO MEDIOAMBIENTAL, S.L.",,
4423,,"CONSTRULAN DEBAGOIENA, S.L.",,
5240,,"OBRAS Y SERVICIOS EOBIETA, S.L.",,
4648,,AUTOBUSES LA UNION S.A.,,
4584,,"IZASA HOSPITAL, S.L.",,
4724,,"ALDAMA GIL TECHNOLOGY, S.L.",,
4734,,"FACHADAS RIVENTI, S.L.",,
4732,,"GESTIÓN FORESTAL FRÍAS, S.L.",,
,,,,
4858,,"CEGA MULTIDISTRIBUCION, S.A.",,
4716,,"INTEGRALES BALUGASA, S.L.",,
4227,,AGERBIDE SL,,
4445,,"CÍA. DE AUTOBUSES PINEDO, S.A.",,
4682,,"AJURIAGUERRA 3 SOCIEDAD DE GESTIÓN URBANÍSTICA, S.L.P.",,
4386,,"CAMBIO DE IMAGEN, S.L.",,
4983,,"ZONA ARQUITECTURA Y URBANISMO, S.C.P.",,
4842,,EVENTO KIT S.L.,,
4495,,"TOUR MESAJEROS BIZKAIA, S.L.",,
5194,,CLIM ESTUDIO DE ARQUITECTURA S.L.P.,,
5006,,"FRANCISCO GARCÍA IBARGOITIA, S.L.",,
4836,,"GRUPO ACHA TOURS, S.L.",,
4289,,"EUSKALKORREO POSTAL MAILING, S.L.",,
4643,,FEDERACIÓN  ALAVESA DE PELOTA VASCA,,
5124,,"ESTUDIO BELDARRAIN, S.L.P.",,
4857,,"TESEC SEÑALIZACIONES, S.L.",,
4731,,"ASTIV INGENIERÍA, S.L.",,
5176,,"AUTOBUSES CADIÑANOS, S.L.",,
4645,,CONSTRUCCIONES ECHAIDE SA,,
4690,,"LKS OUTSOURCING, S.COOP.",,
4670,,POLICARE SPAGNA S.L.,,
6557,,"BITEK SISTEMAS INTEGRALES DE TELECOMUNICACIONES, S.L.",,
6446,,GORKA URIA UNCETA,,
6300,,KONTUS S.L.,,
6531,,"INTEGRAL ARCHITECTURE SYSTEMS, S.L.",,
,,,,
6527,,"BLAZQUEZ ESPACIOS, S.L.",,
6206,,CONGELADOS BEDARONA S.L.,,
6341,,ZIMMERLAN INGENIERIA Y ARQUITECTURA SL,,
7135,,OZENKI SOINUA ARGIA S.L.L.,,
6479,,"IZARTSU, S.L.U.",,
6306,,INEO SPORT S.L.,,
6423,,RAMÓN ANAYA GUTIÉRREZ,,
6343,,KULTUR KABIA ZERBITZUAK SL,,
6465,,EZIOLAZA AMALUR S.L.,,
6340,,DMQ CARDIOVASC S.L.,,
6270,,JOSE MARÍA GONZÁLEZ DÍAZ-MEDINO,,
6372,,CONSTRUCCIONES RICARDO DE LA RIVA SL,,
6456,,"CMS, INSTRUMENTACION Y EQUIPAMIENTO, S.L",,
6366,,"MERCK LIFE SCIENCE, S.L.",,
6543,,"SOTKON SP, S.L.",,
6230,,CARPINTERIA METALICA DRAGA SL,,
6266,,ISIDRO LASKIBAR ZABALA,,
6289,,KODIKLINIK SL,,
6405,,UNAI ELORZA CAPARRÓS,,
6184,,EDUARDO ANDRES S.A.,,
6318,,"ARRATIKER, S.L.",,
6320,,SILVIA RUIZ GONZALEZ,,
6612,,"Ekora Rehabilitación, SLU",,
6199,,IBOR ORTOPEDIA Y MEDICINA S.L.,,
6558,,"BATERA CONSULTORES, S.L.",,
,,,,
6150,,OKA INFORMATIKA 2014 S.L.,,
7432,,"GUAJIRA SICODELICA, S.L.",,
6179,,XABIER GÓMEZ MATURANA,,
5757,,JOSE ANGEL RANEDO GARCIA,,
5822,,"EMAUS MOVILIDAD SOSTENIBLE, S.L.",,
5747,,IÑAKI BUTRÓN PÉREZ DE SAN ROMÁN,,
6139,,IÑAKI BECERRA S.L.,,
6051,,"QUALITAS INSTRUMENTS, S.A.",,
5941,,ESTUDIOS Y VALORACIONES URBANÍSTICAS Y AGRÍCOLAS AYMAT S.L.,,
6059,,"LAM MEDIOAMBIENTE, SOCIEDAD LIMITADA",,
5922,,"ZAINTZEN, S.A.",,
6674,,THENIU KOMUNIKAZIOA & ESTRATEGIA S.L.L.,,
6068,,"TECNICOS DE MAQUINARIA ESCENICA, S.L.",,
5962,,MADERAS JOSE SAIZ S.L.,,
5831,,"PREZERO GESTIÓN DE RESIDUOS, S.A.",,
5664,,"AUTOCARES NATE, S.L.",,
5970,,"COOPER ACTIVA ARQUITECTURA, S.C.P.",,
6148,,BOLSAS CASTRESANA S.L.,,
5791,,EUSKAMPUS FUNDAZIOA,,
5759,,INBOOST TOURISM KO SL,,
6007,,"PROYECTOS Y MONTAJES ELÉCTRICOS LDO, S.L.",,
6035,,GURE ABOKATUAK S.L.P.,,
6108,,EUREKA SOLUCIONES INTEGRADAS,,
6154,,"FOOCUZZ, S.L.",,
6171,,MICROELECTRÓNICA MASER S.L.,,
,,,,
5776,,"ENFOKEGRAFICO, S.L",,
5814,,"ASESORIA Y SERVICIOS ERAKO, S. L.",,
5947,,"MOROTE TRADUCCIONES,S.L.",,
5909,,ITXAS ZERBI S.L.,,
6800,,FUNDACIÓ BOSCH I GIMPERA,,
7231,,NAGORE GARCÍA DE VICUÑA ECEIZA,,
7175,,DAVID SÁNCHEZ BELLIDO,,
7375,,"KIÑUKA, S.L.",,
7373,,OTXOTORENA ARQUITECTOS S.L.P.U.,,
7217,,"4 BADIA MANTENTZE SERBITZUAK, S.L.U.",,
6964,,"IPARVENDING CENTRO ESPECIAL DE EMPLEO, S.L.",,
6924,,CRISTOBAL LANDA LANDA AGENCIA DE SEGUROS SL,,
7148,,"CAMIN GLOBAL EUROPA , S.L.",,
7003,,"GRUPO DISOFIC, S.L.",,
7100,,"ELECTRO TALLERES ZARAUZ, S.A.",,
7259,,"EGITU ARQUITECTURA, INGENIERÍA y URBANISMO, S.L.P.",,
7015,,ECIJA LEGAL S.L.,,
7227,,"IZ4 GUIPUZCOA, S.L.",,
6975,,BARRU ARKITEKTURA SLP,,
7022,,"ANSAREO SERVICIOS INTEGRALES, S.L.",,
7188,,"IMPORCARAVAN, S.L.",,
6944,,MARIA ARANZAZU IRADI OTAEGUI,,
7180,,"GESTIÓN-5, SOCIEDAD COOPERATIVA ANDALUZA",,
7125,,"CONSTRUCCIONES GABRIMOL 2000, S.L.",,
6853,,"NAVARRO PINTURA DECORATIVA E INDUSTRIAL, S.L.U.",,
,,,,
6695,,"BAM BULEGO TEKNIKOA, S.L.",,
6743,,"ADEKUA SEGURIDAD, S.L.",,
6530,,PRESENCIA BY MA SL,,
6753,,"ARANTEC ENGINHERIA, S.L.",,
6865,,"CONSEJEROS DEL NORTE 2006, S.L.",,
6701,,"TECNIGRAL, S.L.",,
6656,,"ELDUR INGENIERIA, S.L.",,
6661,,BIZKAIKO BERTSOZALE ELKARTEA,,
6916,,"JAPAN CAR,S.A.",,
6666,,"XILEMA PROGRAMAS, SLU",,
6602,,"GIROTZE, S.L.",,
6653,,"PERFIBESA, S.A.",,
6760,,"QUEZAM VIDEO, S.L.",,
6794,,"PORPOL, S. COOP.",,
7667,,ISLADAK AHOLKULARITZA KOOP. ELK. TXIKIA,,
7809,,"PRODUCTOS OPPAC, S.A.",,
8012,,"TALLERES CHAPIME, S.L.",,
7712,,"BÁSCULAS SAMSÓ, S.A.",,
7733,,"BOVIS PROJECT MANAGEMENT, S.A.",,
7891,,"RENISHAW IBERICA, S.A.",,
8039,,"MAINRAIL, S.L.",,
8098,,"BIZKAILAN CONSERVACION DE INMUEBLES, S.L.",,
8606,,"HEDAPEN GLOBAL SERVICES, S.L.",,
7679,,"TCS SUMINISTROS Y EQUIPAMIENTO, S.L.",,
8053,,OLATZ URRESTI ELOSEGUI,,
,,,,
7878,,"JM TONEU, S.L.",,
7932,,UDABERRIA KULTURA ELKARTEA,,
7651,,"VOXEL 3D, S.L.",,
8068,,ASOCIACIÓN GIPUZKOAKO KONTSUMITZAILEEN BATASUNA/UNIÓN DE CONSUMIDORES DE GIPUZKOA-UCE,,
7598,,"EXCIBIT SOLUTIONS SPAIN, S.L.",,
7943,,"PKF ATTEST LEGAL Y FISCAL, S.L.",,
7793,,"ASE DESARROLLO DE PROYECTOS, S.L.",,
7874,,"INNERIA SOLUTIONS, S.L.",,
7610,,"PINTURAS ARMENTIA, S.L.",,
8115,,"SEGI HIRU, S.L.",,
7924,,"SOLUCIONES ECOLÓGICAS KIMU 2000, S.L.",,
7865,,"PARRIZA PREMIUM, S.L.",,
7683,,"SERVACE INTEGRA,  S.L.",,
7984,,"AR CONSULTORES EN MEDIOAMBIENTE, S.L.",,
7845,,"MERAKI & KO, S.L.",,
7540,,"CONGELADOS ACENOMAR, S.A.",,
7591,,"VISUAL PRINT SERVICES, S.A.",,
7634,,"IN-KOMUNIKAZIOA GLOBAL COMMUNICATION 2.6, S.L.",,
7672,,"LIDERMED, S.A.",,
7327,,"SANGALLI, CORONEL Y ASOCIADOS, S.L.",,
7597,,"COOK ESPAÑA, S.L.",,
7403,,"KREA COMUNICACIÓN, S.L.",,
7396,,"ENRIQUE HOLKE, SL",,
8045,,"BRAMMER IBERIA, S.A.",,
7531,,"IBAIZABAL TÉCNICOS Y OBRAS, S.L.",,
,,,,
7626,,"ZIENTZIKASI, KOOP. ELK. TXIKIA",,
7370,,"ETXERAINO, S.L.",,
7353,,DINGEMAS INGENIERÍA SLPU,,
7412,,"SANI & SANI GROUP, S.L.",,
7554,,"OURI ENTRETENIMIENTOS, S.L.",,
7271,,"LAUTIK IT SOLUTIONS, SL",,
7318,,WOLFRATEX S.L.,,
7248,,ASIER LARRAÑAGA ORBEGOZO,,
7484,,"TRAVIESAS Y PREFABRICADOS DE ARAGÓN, S.L.",,
7555,,"VALERO ANALITICA, S.L.",,
7419,,"COOLABORO GESTION, S.L.",,
7349,,ISIS THOT S.L.,,
7308,,"OBRIA OBRAS Y SERVICIOS, S.L.",,
7298,,"XPERT UNIDAD TÉCNICA DE PROTECCIÓN RADIOLÓGICA, S.L.",,
8222,,SEGURILIGHT SEÑALIZACION S.L.L.,,
7425,,"EXCAVACIONES CAMPO OBRAS Y MANTENIMIENTO, S.L.",,
8060,,"KNOWLEDGE WORKS, S.L.",,
8644,,ACEV INTEGRAL GESTION SL,,
8464,,"CREATING HOMES 2017, S.L.",,
